1208,396714176758; -58,97265808347774
1233,487762235066; -57,91905251691068
1258,7452137691287; -57,01878978219644
1283,007502103569; -56,3660006287515
1307,2761249619507; -55,97466895096794
1331,7949955914196; -55,58160536339643
1357,5686975202407; -55,328160349501346
1383,3574951372457; -55,05212057406474
1407,764598800678; -54,823828219244184
1431,3409154334913; -54,78354133309938
1455,2030353738478; -54,61973751031282
1479,6316242056428; -54,47364220890859
1505,9635597456518; -54,215862482877164
1531,9551564408464; -54,214655083692
1555,512940605327; -53,886242505328774
1580,288201459976; -53,74497680066518
1605,0615608985859; -53,52523014896626
1629,832638637948; -53,211306360824935
1654,603906518914; -52,90523066738714
1679,3719419926128; -52,4657373639893
1704,1407380327275; -52,05763643940558
1728,9076326568024; -51,57105456778653
1753,6714850152143; -50,95890318091095
1778,434006382398; -50,29181513111064
1803,1948164751464; -49,554094228978535
1827,9541054350627; -48,75358856921817
1852,7130141117714; -47,93738672005073
1877,467739673193; -46,94852678740556
1902,2217046681983; -45,928274475946274
1926,9739583887683; -44,83738931215518
1951,7233599852789; -43,62878272781109
1974,2215272445687; -42,47685682743696
1996,709342349865; -40,8976457709816
2021,4623566368507; -39,83815298600463
2046,2037722859948; -38,29992642411216
2070,9432865190993; -36,68321891518435
2095,681279619372; -35,00372664862828
2120,416040312378; -33,19081677211215
2145,1509911469866; -31,385754990299546
2167,631242841814; -29,494364166748085
2191,2358778975113; -27,523707586690936
2212,5910067918985; -25,68106215135364
2232,821017111215; -23,887336506335036
2252,8261849838464; -22,1108766696642
2273,526679575322; -20,10804290132257
2291,2526306046825; -18,26635667756015
2311,255050402966; -16,3764700721602
2328,3265138289435; -14,380650538459847
2348,655176610663; -12,432606281267258
2365,3967223026225; -10,343269069082238
2382,869543213711; -8,384345875057166
2396,848543607522; -6,847902090233145
